Id,Make,Vehicle_Class,Engine_Size,Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City,Fuel_Consumption_Hwy,Fuel_Consumption_Comb,CO2_Emissions
22209,FOLKSWA,,3.6,6.0,AS8,Z,20.0,10.799136069114471,15.86,315
22210,BMV,SUV - STANDARD,4.4,8.0,AS8,Z,17.397559171597635,12.797334058759523,15.3,341
22211,CHEVO,PICKUP TRUCK - SMALL,2.5,4.0,A6,X,10.5,7.599838449111471,9.2,253
22212,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,22.42152466367713,12.106537530266344,17.761989342806395,429
22213,TOLVO,COMPACT,3.0,6.0,AS6,X,15.2,8.703220191470844,12.28,250
22214,LECUS,COMPACT,2.0,4.0,AS8,Z,11.5,6.997900629811057,9.476833199033038,228
22215,RYUNDAI,COMPACT,1.6,4.0,AS6,X,9.803921568627452,8.4,9.170175438596491,194
22216,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A10,X,15.600624024960998,15.4,15.51,291
22217,CHEVO,MID-SIZE,2.0,4.0,A9,Z,11.098779134295228,8.800031152647975,10.06036217303823,200
22218,TOYOTI,COMPACT,1.8,,AV,X,5.00031887755102,6.2,5.540166204986149,109
22219,FOLKSWA,COMPACT,2.0,4.0,M6,Z,13.100000000000001,10.1,11.749000999001,228
22220,GONDA,,1.8,4.0,M6,X,9.596928982725528,6.9,8.38471356485604,181
22221,CHEVO,SUV - SMALL,3.6,6.0,A6,X,13.502915869980878,8.698779585798817,11.34,321
22222,ASURA,COMPACT,2.4,4.0,AM8,Z,6.798096532970768,8.2,7.429420505200594,186
22223,TOYOTI,SUV - STANDARD,3.5,6.0,AV6,,11.200674068199842,7.1,9.356205250596659,184
22224,DOGE,FULL-SIZE,3.6,6.0,A8,X,10.599662288930581,8.9,9.835689415041783,239
22225,BMV,COMPACT,3.0,6.0,M6,Z,16.402719665271967,11.200000000000001,14.064697609001406,265
22226,CHEVO,TWO-SEATER,6.2,8.0,AS8,Z,18.58736059479554,12.6,15.903651115618663,327
22227,LAND CRAWLER,SUV - SMALL,,6.0,AS8,Z,12.106537530266344,8.8,10.614395306859207,277
22228,CHEVO,COMPACT,6.2,8.0,AS6,,19.68503937007874,11.299435028248588,15.92,385
22229,FOLKSWA,,3.6,6.0,AS6,Z,14.399999999999999,9.10054768041237,12.01535516801361,275
22230,BARUSU,COMPACT,2.5,4.0,M6,Z,15.408320493066256,8.9,12.468827930174564,314
22231,LECUS,SUV - STANDARD,3.5,6.0,AV6,Z,9.4,8.5,,191
22232,TOYOTI,MID-SIZE,3.5,6.0,AS8,X,11.2,8.5,9.98,214
22233,FOLD,SUV - SMALL,3.5,6.0,AS6,X,15.1,11.2,13.3,274
22234,FOLKSWA,STATION WAGON - SMALL,,4.0,AM6,X,10.799136069114471,7.9,9.5,228
22235,TOYOTI,PICKUP TRUCK - SMALL,,6.0,M6,X,17.3,10.1,14.064697609001406,355
22236,GONDA,FULL-SIZE,2.0,4.0,AV,X,10.700000000000001,5.998800239952009,8.583690987124463,176
22237,JIPU,SUV - SMALL,2.4,4.0,M5,X,15.000956632653061,8.50078242551911,12.076998717400597,229
22238,BMV,COMPACT,2.0,4.0,M6,Z,10.700000000000001,,9.71,203
22239,MATSUDA,TWO-SEATER,2.0,4.0,M6,Z,8.6,7.9010749076251265,8.29,199
22240,MATSUDA,MID-SIZE,2.5,4.0,AS6,X,9.699321047526672,7.399024850581944,8.66,194
22241,FOLD,SUV - STANDARD,3.5,6.0,AS6,X,19.8,13.596242774566473,17.006802721088437,406
22242,TOYOTI,COMPACT,1.5,4.0,A4,X,10.6,6.8,8.9,136
22243,JIPU,SUV - SMALL,2.4,4.0,A9,,11.897572078907436,9.3,10.73,223
22244,ASURA,MID-SIZE,3.7,6.0,M6,Z,14.2,11.4,12.94,276
22245,DOGE,FULL-SIZE,6.4,8.0,,Z,8.3,7.6,7.984215885947047,291
22246,FOLD,SUV - STANDARD,3.5,6.0,AS6,X,13.502583237657863,8.703220191470844,11.337868480725623,295
22247,BARUSU,SUV - SMALL,2.0,4.0,M5,,10.0,9.59840299014611,9.818595759471672,203
22248,LAMBOGI,TWO-SEATER,6.5,12.0,AM7,Z,17.8,19.8,18.7,397
22249,CHEVO,TWO-SEATER,6.2,,M7,,13.908205841446453,10.1,12.19,326
22250,GONDA,SUV - SMALL,3.5,6.0,A6,X,14.0,7.9,,286
22251,CHEVO,SUV - STANDARD,5.3,8.0,A6,X,11.297550432276656,10.9,11.123470522803114,340
22252,RYUNDAI,FULL-SIZE,2.5,4.0,AS8,X,10.395010395010395,8.50078242551911,9.541984732824426,186
22253,CHEVO,COMPACT,1.4,4.0,AS6,X,10.099398883641047,7.500823154540627,8.93,183
22254,BMV,COMPACT,3.0,,M6,Z,13.5,11.9,12.78342391304348,243
22255,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,X,18.5,15.000956632653061,16.93,419
22256,BMV,SUBCOMPACT,3.0,6.0,M6,Z,20.1,10.89818672839506,15.96,317
22257,FOLKSWA,COMPACT,2.0,4.0,M6,Z,9.699321047526672,6.8999999999999995,8.438818565400844,222
22258,LECUS,,2.5,4.0,AS6,X,4.299226139294927,6.3,5.200420075171347,100
22259,DOGE,FULL-SIZE,5.7,8.0,,X,21.9,10.8,16.909777138749103,310
22260,TOYOTI,MID-SIZE,3.5,6.0,AS6,X,11.7,9.8,10.8,229
22261,FOLD,COMPACT,2.0,4.0,M5,E,9.401079136690647,8.000510204081634,8.77,162
22262,NIRRAN,SUV - SMALL,2.5,4.0,AV,X,9.099181073703367,6.1,7.749821673525377,209
22263,CHEVO,VAN - PASSENGER,6.0,8.0,A6,X,21.598272138228943,16.4,,522
22264,FIAR,STATION WAGON - SMALL,1.4,4.0,A6,X,9.6,8.6,9.1487747957993,219
22265,KIO,MID-SIZE,2.0,4.0,M6,X,9.3,7.2,8.36,193
22266,TOLVO,COMPACT,2.5,5.0,AS6,X,10.500669642857144,8.300940346752865,9.51,232
22267,MITSU,COMPACT,1.2,3.0,M5,X,8.998278500382556,7.1022727272727275,8.143322475570033,167
22268,TOYOTI,SUV - STANDARD,3.5,6.0,,X,12.8,9.9,11.49425287356322,247
22269,FOLD,SUV - STANDARD,2.3,4.0,AS6,X,15.7,10.7,13.448542024013724,285
22270,KIO,FULL-SIZE,3.3,6.0,A6,X,16.0,9.596928982725528,13.123359580052494,253
22271,TOLVO,SUV - SMALL,2.5,5.0,AS6,X,12.9,8.399672911091287,10.9,238
22272,MITSU,SUV - SMALL,2.0,4.0,AV6,X,11.1,7.4,9.44,203
22273,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,X,18.9,14.4,16.88,418
22274,FOLD,SUBCOMPACT,3.7,6.0,A6,X,10.89818672839506,8.000510204081634,9.6,232
22275,FOLKSWA,STATION WAGON - SMALL,2.0,4.0,M6,D,9.6,5.600357142857143,7.800000000000001,175
22276,NIRRAN,PICKUP TRUCK - SMALL,2.5,4.0,M5,X,17.793594306049823,10.3,14.430014430014431,259
22277,FOLD,COMPACT,2.0,4.0,A6,E,9.800625,8.0,9.0,165
22278,TOLVO,STATION WAGON - SMALL,2.0,4.0,AS8,Z,11.402508551881414,8.8,10.23,239
22279,FOLKSWA,COMPACT,1.4,4.0,AS6,X,9.801561415683553,7.8,8.899842470069313,163
22280,FOLKSWA,COMPACT,2.0,4.0,M6,Z,10.395010395010395,7.9,9.28,197
22281,MITSU,COMPACT,1.2,3.0,M5,X,9.0,6.5,7.88,159
22282,MATSUDA,MID-SIZE,,4.0,M6,X,8.4,7.000768277571251,7.770564915758176,172
22283,MATSUDA,SUV - SMALL,2.0,4.0,AS6,X,8.0,7.400602567461356,7.730733442802408,196
22284,FOLD,MID-SIZE,1.5,4.0,AS6,X,11.299999999999999,7.599704062415927,9.6,192
22285,KIO,STATION WAGON - SMALL,1.6,4.0,AM6,X,7.199424046076314,6.1,6.71,173
22286,JIPU,SUV - STANDARD,3.0,6.0,A8,D,14.8,8.999076138897738,12.2,263
22287,KIO,MID-SIZE,2.0,4.0,AS6,X,11.6,,10.52,191
22288,CHEVO,MID-SIZE,2.0,4.0,A9,Z,11.7,10.695187165775401,11.200000000000001,215
22289,BARUSU,SUV - SMALL,2.5,4.0,AV6,X,9.9,7.79903368304804,9.0,197
22290,TOLVO,,3.2,6.0,AS6,X,12.6,8.9,10.940919037199125,248
22291,BMV,,3.0,6.0,AS8,D,11.9,8.7,10.460251046025103,252
22292,BMV,COMPACT,2.0,,M6,Z,10.200130095403296,5.699778046811945,8.2,215
22293,KIO,SUV - SMALL,,4.0,AS6,X,13.90162401574803,10.701319381255686,12.453300124533003,290
22294,FOLD,SUV - STANDARD,3.5,6.0,AS6,X,14.7,12.9,13.89,317
22295,BMV,SUV - STANDARD,3.0,6.0,,Z,9.499798061389336,8.896797153024911,9.233610341643583,245
22296,MITSU,SUV - SMALL,3.0,6.0,AS6,Z,11.806375442739078,9.0,10.54,243
22297,LAND CRAWLER,SUV - STANDARD,3.0,6.0,AS8,D,12.0,7.9,10.15,256
22298,KIO,MID-SIZE,2.0,4.0,AV,X,8.7,5.899705014749263,7.44,173
22299,FOLD,SUV - STANDARD,3.5,6.0,AS6,E,14.30615164520744,6.6,10.83548139624089,298
22300,BMV,SUV - SMALL,3.0,6.0,AS8,Z,10.70003787878788,7.3,9.17,247
22301,JIPU,SUV - SMALL,2.4,4.0,A6,X,11.8,8.7,10.4,259
22302,TOYOTI,PICKUP TRUCK - SMALL,2.7,4.0,M5,X,20.3,,16.11,298
22303,FOLD,SPECIAL PURPOSE VEHICLE,,4.0,AS6,X,12.9,9.501547258661285,11.363636363636363,239
22304,NIRRAN,SUV - STANDARD,,8.0,AS7,X,,9.30232558139535,13.37,383
22305,TOLVO,SUV - SMALL,2.5,5.0,AS6,X,9.7,10.0,9.84,251
22306,CHEVO,PICKUP TRUCK - SMALL,2.8,4.0,A6,D,13.400426944971537,11.2,12.41,351
22307,BMV,SUBCOMPACT,3.0,6.0,M6,Z,11.6,6.30119722747322,9.216589861751153,271
22308,DOGE,MID-SIZE,,8.0,M6,Z,17.9,10.5,,324
22309,DOGE,FULL-SIZE,3.6,6.0,A8,E,13.192612137203167,8.7,11.174109263657957,239
22310,FOLD,FULL-SIZE,3.5,6.0,AS6,,12.898675799086758,9.1,11.19,247
22311,CADILUXE,COMPACT,,4.0,AS8,,10.298661174047373,8.1,9.31,225
22312,NIRRAN,STATION WAGON - SMALL,1.6,4.0,AV7,Z,9.8,6.2,8.183306055646481,196
22313,FOLD,PICKUP TRUCK - STANDARD,5.0,,AS10,E,12.6,11.898946925021063,,291
22314,NIRRAN,SUV - SMALL,2.5,4.0,AV,X,,6.000382653061224,7.980845969672786,192
22315,FOLKSWA,COMPACT,2.0,4.0,AM6,Z,12.106537530266344,8.400535714285715,10.44,197
22316,FOLD,SUBCOMPACT,5.0,8.0,AS6,X,12.999585826046939,9.5,11.428571428571429,342
22317,MATSUDA,SUV - SMALL,2.5,4.0,AS6,X,14.204545454545455,,12.8,227
22318,CHEVO,SUV - SMALL,3.6,6.0,A9,X,12.4,9.3,11.00432411375146,288
22319,TOLVO,MID-SIZE,2.0,4.0,AS8,Z,10.600000000000001,8.1,9.5,205
22320,GONDA,FULL-SIZE,1.5,4.0,M6,Z,10.4,6.9,8.82,168
22321,TOYOTI,SUV - SMALL,3.5,6.0,AS8,X,11.401599612215222,9.2,10.40582726326743,236
22322,CADILUXE,SUV - STANDARD,6.2,8.0,A10,Z,20.299999999999997,12.1,16.606760728982948,362
22323,CHEVO,SUBCOMPACT,6.2,8.0,M6,Z,15.797788309636651,8.100975050186408,12.330456226880395,306
22324,DOGE,MINIVAN,3.6,6.0,A6,X,13.0,16.393442622950822,14.534883720930234,268
22325,CHEVO,MID-SIZE,1.5,4.0,AV,X,,6.8,8.503401360544219,96
22326,BMV,COMPACT,4.4,8.0,M6,Z,17.0,12.799320344358858,15.11,349
22327,BMV,COMPACT,2.0,4.0,M6,Z,12.4,9.3,11.001100110011,211
22328,CHEVO,COMPACT,1.4,4.0,AS6,X,10.5,7.698229407236336,9.242144177449168,103
22329,BMV,COMPACT,3.0,6.0,M6,Z,18.315018315018314,12.2,15.55,288
22330,TOYOTI,PICKUP TRUCK - SMALL,2.7,4.0,AS6,X,14.903129657228018,9.2,12.335414847161573,286
22331,NIRRAN,MID-SIZE,2.5,,AV7,X,7.898894154818326,8.403361344537815,8.124273799252228,185
22332,FIAR,MINICOMPACT,1.4,4.0,M5,X,8.1,8.4,8.235597667638485,164
22333,FOLKSWA,MID-SIZE,3.6,6.0,A6,Z,12.598553829673271,8.399672911091287,10.71,250
22334,MATSUDA,COMPACT,2.0,4.0,M6,X,8.802816901408452,8.100975050186408,8.481764206955047,193
22335,BMV,SUBCOMPACT,,4.0,AS8,Z,,8.7996632996633,10.395010395010395,220
22336,MITSU,STATION WAGON - SMALL,2.0,4.0,M5,X,9.501547258661285,7.6,8.64304235090752,208
22337,CADILUXE,MID-SIZE,6.2,8.0,AS6,Z,16.611295681063122,12.195121951219512,14.6,366
22338,TOYOTI,MID-SIZE,1.8,4.0,AV7,X,8.100975050186408,6.501950585175552,7.38,169
22339,BMV,SUBCOMPACT,2.0,4.0,AS8,Z,12.903225806451612,6.997900629811057,10.2,206
22340,CHEVO,SUV - SMALL,,6.0,A9,X,4.9,6.499447361149489,,278
22341,LECUS,SUBCOMPACT,3.5,6.0,AS6,Z,10.400625920471281,,10.4,288
22342,GONDA,STATION WAGON - SMALL,1.8,4.0,AV7,X,10.701319381255686,7.1022727272727275,9.1,160
22343,FOLD,FULL-SIZE,3.5,6.0,AS6,X,12.700593952483802,,12.292471714534377,260
22344,BMV,SUBCOMPACT,2.0,4.0,AS8,Z,10.5,8.000028320589067,9.372071227741332,211
22345,MATSUDA,COMPACT,2.0,4.0,M6,X,9.4,6.09978406391708,7.9,169
22346,MITSU,SUV - SMALL,2.4,4.0,AV6,X,10.5,8.802816901408452,9.737098344693282,224
22347,KIO,MINIVAN,3.3,,AS6,X,15.105740181268882,9.8,,269
22348,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,E,,11.6,15.34,312
22349,TOLVO,SUV - SMALL,2.0,4.0,AS8,Z,9.5,6.199628022318661,8.012820512820513,204
22350,NIRRAN,TWO-SEATER,3.7,6.0,M6,Z,15.797788309636651,9.49667616334283,12.96,298
22351,KIO,FULL-SIZE,3.3,6.0,AS8,X,12.6,,12.8,237
22352,CADILUXE,FULL-SIZE,3.6,6.0,AS6,X,14.104372355430185,10.204081632653061,12.35,267
22353,FOLD,COMPACT,2.0,4.0,AM6,X,8.703220191470844,,8.299999999999999,195
22354,BMV,COMPACT,3.0,6.0,M6,Z,12.7,8.802816901408452,10.94463386284386,241
22355,FOLD,PICKUP TRUCK - STANDARD,,8.0,AS10,X,27.027027027027025,11.899999999999999,20.2,347
22356,BMV,,3.0,6.0,AS8,Z,,7.798905835543767,8.02,227
22357,BMV,SUBCOMPACT,3.0,6.0,AS8,Z,12.903225806451612,8.8,11.053336466165414,240
22358,FOLD,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,E,16.611295681063122,11.5,14.3,281
22359,FOLD,PICKUP TRUCK - STANDARD,3.5,,AS10,X,15.000956632653061,10.395010395010395,12.936610608020699,326
22360,CHEVO,SUV - SMALL,3.6,6.0,A6,X,17.7,9.4,14.0,315
22361,RYUNDAI,MID-SIZE,1.6,,AM7,X,8.6,6.1,7.474261201143947,191
22362,TOLVO,COMPACT,2.0,4.0,AS8,X,12.498140276301807,,10.649627263045792,218
22363,FOLKSWA,COMPACT,1.8,4.0,M5,X,11.695906432748536,8.503401360544219,10.256410256410257,209
22364,RYUNDAI,COMPACT,1.6,4.0,AM6,X,8.896797153024911,7.79903368304804,8.403361344537815,180
22365,KIO,FULL-SIZE,2.0,4.0,AS6,X,11.4,8.6,10.14,225
22366,LAMBOGI,TWO-SEATER,6.5,12.0,AM7,Z,,12.594458438287154,13.1,459
22367,CHEVO,MID-SIZE,1.8,4.0,AV,X,8.403361344537815,7.8,8.100000000000001,151
22368,CADILUXE,MID-SIZE,3.0,6.0,AS10,Z,14.600558659217878,7.9,,290
22369,GONDA,MID-SIZE,2.0,4.0,M6,X,11.1,8.000028320589067,9.7,179
22370,FOLD,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,X,14.403857930189837,11.7,13.192612137203167,233
22371,CADILUXE,MID-SIZE,3.6,6.0,,Z,17.513134851138354,17.98561151079137,17.73,321
22372,GONDA,COMPACT,2.0,4.0,AV7,X,8.699753618724976,8.1,8.43,175
22373,CHEVO,PICKUP TRUCK - STANDARD,5.3,,A6,X,15.796843519140362,10.0,13.19,342
22374,BMV,,2.0,4.0,AS8,Z,10.9,7.501875468867217,9.371115537848604,203
22375,TOYOTI,PICKUP TRUCK - SMALL,2.7,4.0,AS6,X,12.9,10.3,11.7,266
22376,GONDA,STATION WAGON - SMALL,1.8,4.0,AV7,X,11.501669381107492,6.6,9.29,196
22377,KIO,SUV - SMALL,2.4,4.0,M6,X,16.7,13.400426944971537,15.21,273
22378,TOYOTI,MID-SIZE,2.5,4.0,AV,X,8.899842470069313,8.4,8.68,180
22379,LECUS,MID-SIZE,3.5,6.0,AV10,Z,9.0,,8.058017727639001,188
22380,CHEVO,PICKUP TRUCK - STANDARD,,6.0,A6,,14.903129657228018,11.299999999999999,13.3,285
22381,FOLD,FULL-SIZE,3.5,6.0,AS6,X,12.1,6.8,9.713927097661623,245
22382,LAND CRAWLER,SUV - STANDARD,3.0,6.0,AS8,D,16.0,11.39955609362389,13.93,249
22383,BMV,SUBCOMPACT,2.0,4.0,AS8,Z,11.4,8.998278500382556,10.32,229
22384,TOYOTI,COMPACT,2.0,4.0,M6,X,10.799136069114471,6.798096532970768,9.0,102
22385,BMV,SUBCOMPACT,3.0,6.0,M6,Z,21.9,10.6,16.813080771979987,256
22386,DOGE,,2.0,4.0,A6,E,9.6,7.200637267397401,8.52,191
22387,JIPU,SUV - SMALL,,4.0,,X,11.5,8.802816901408452,10.3,218
22388,FOLKSWA,COMPACT,2.0,4.0,AS6,X,11.701781275890637,7.4,9.77,186
22389,DOGE,MID-SIZE,6.2,8.0,A8,Z,19.607843137254903,18.794477711244177,19.24257493188011,394
22390,BMV,FULL-SIZE,4.4,8.0,AS8,Z,16.5,9.8,13.5,295
22391,TOYOTI,MID-SIZE,2.5,4.0,AS8,X,10.700000000000001,7.8,9.398496240601503,194
22392,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,E,14.9,11.001637043966324,13.140604467805518,319
22393,BMV,FULL-SIZE,4.4,8.0,AS8,Z,14.298784194528876,12.700593952483802,13.58,317
22394,BMV,SUV - STANDARD,3.0,6.0,AS8,D,10.799586776859504,8.698779585798817,9.86,233
22395,LAND CRAWLER,SUV - STANDARD,,6.0,AS8,E,16.3,9.9,13.422818791946309,290
22396,LECUS,MID-SIZE,3.5,6.0,AS8,X,12.302039748953975,9.099226305609283,10.86,222
22397,CHEVO,FULL-SIZE,3.6,6.0,AS6,X,12.5,9.199632014719413,11.013215859030836,261
22398,LECUS,SUV - SMALL,3.5,,AS8,X,16.5,9.398496240601503,13.3,249
22399,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,15.3,10.0,12.91,344
22400,MATSUDA,SUV - SMALL,2.5,4.0,AS6,X,12.4,9.800625,11.23,206
22401,FOLD,PICKUP TRUCK - STANDARD,2.7,6.0,AS6,X,17.094017094017094,7.199424046076314,12.64,280
22402,TOYOTI,MID-SIZE,1.8,4.0,AV,X,9.9,6.798096532970768,8.5,170
22403,TOLVO,SUV - SMALL,2.0,4.0,AS8,Z,14.101618705035971,10.3,12.39,244
22404,NIRRAN,SUV - SMALL,2.5,4.0,AV,X,7.200637267397401,6.8999999999999995,7.0655577788894455,190
22405,CHEVO,VAN - PASSENGER,4.8,8.0,A6,X,18.3,11.098779134295228,,375
22406,RYUNDAI,FULL-SIZE,2.5,,AS8,X,8.503401360544219,6.2,7.5,182
22407,CADILUXE,MID-SIZE,2.0,4.0,AS8,Z,12.0,5.9,9.26,222
22408,MATSUDA,COMPACT,2.0,4.0,AS6,X,8.299999999999999,8.099690082644628,8.210180623973727,169
22409,NIRRAN,STATION WAGON - SMALL,1.6,,AV7,Z,11.299435028248588,,9.990009990009991,198
22410,TOYOTI,COMPACT,2.0,4.0,AS7,X,9.900990099009901,9.30232558139535,9.63,189
22411,CHEVO,COMPACT,3.6,6.0,AS6,X,10.2,8.599117199391172,9.479228187919462,245
22412,MATSUDA,SUV - SMALL,3.7,6.0,AS6,X,15.2,8.8,12.3,318
22413,BMV,COMPACT,3.0,6.0,AM7,Z,13.10208719851577,11.7,12.471567328918322,302
22414,BMV,COMPACT,4.4,8.0,AM7,Z,16.40423925667828,9.900990099009901,13.477088948787062,373
22415,KIO,COMPACT,1.6,4.0,M6,X,10.504201680672269,7.1022727272727275,8.968609865470851,222
22416,NIRRAN,SUV - SMALL,3.5,6.0,AV,X,11.0,6.8,9.1,238
22417,NIRRAN,PICKUP TRUCK - STANDARD,5.6,8.0,AS7,X,15.9,9.3,12.936610608020699,382
22418,GONDA,MID-SIZE,,4.0,AS10,X,10.5,9.3,9.96,214
22419,CADILUXE,COMPACT,2.0,4.0,AS8,Z,11.695906432748536,9.801561415683553,10.844398340248961,220
22420,NIRRAN,STATION WAGON - MID-SIZE,3.5,6.0,AV7,X,10.0,7.199999999999999,8.74012995049505,226
22421,MITSU,,2.0,4.0,M5,X,12.594458438287154,9.398496240601503,11.160714285714285,194
22422,DOGE,MID-SIZE,6.4,8.0,A8,Z,17.88908765652952,12.4,,333
22423,JIPU,SUV - SMALL,2.0,4.0,A9,X,12.1,8.100975050186408,10.3,249
22424,RYUNDAI,MID-SIZE,2.0,4.0,AS6,X,9.699321047526672,6.1012812690665035,8.077544426494345,186
22425,TOYOTI,,2.5,4.0,AV6,X,11.100283152430391,6.901311249137336,9.21,159
22426,GONDA,PICKUP TRUCK - STANDARD,3.5,,A6,X,,10.798203363914373,13.003901170351105,284
22427,CHEVO,PICKUP TRUCK - STANDARD,4.3,6.0,A6,,14.0,11.198208286674133,12.741587731168243,297
22428,DOGE,MID-SIZE,6.4,8.0,M6,Z,18.484288354898336,12.2,15.66011984021305,331
22429,ASURA,SUV - SMALL,3.5,6.0,AS6,Z,11.5,11.7,11.587485515643104,256
22430,BMV,COMPACT,2.0,4.0,AS8,Z,13.7,7.798905835543767,11.04,193
22431,CHEVO,SUBCOMPACT,2.0,4.0,M6,Z,11.49425287356322,7.8,9.84,233
22432,BMV,SUV - STANDARD,3.0,6.0,AS8,Z,12.097687366167023,9.900990099009901,11.11076995748701,239
22433,BMV,SUBCOMPACT,3.0,6.0,M6,Z,9.596928982725528,6.600660066006601,8.25,237
22434,KIO,SUV - SMALL,,4.0,AS6,X,10.1,7.4,8.88,240
22435,CHEVO,MID-SIZE,1.4,,A6,X,10.0,7.7,8.963986280487806,176
22436,BMV,SUBCOMPACT,3.0,6.0,AS8,Z,11.9,7.598784194528875,9.966737288135592,216
22437,RYUNDAI,SUV - SMALL,1.6,4.0,AM7,X,11.099449901768173,8.7,10.02,222
22438,RYUNDAI,COMPACT,1.6,4.0,M6,X,9.800625,6.0,8.09,214
22439,TOLVO,,2.0,4.0,AS8,Z,8.9,6.1,7.6,197
22440,TOYOTI,COMPACT,1.5,4.0,AS6,X,9.400366056572379,7.199424046076314,8.4095459420808,178
22441,RYUNDAI,FULL-SIZE,2.0,4.0,A6,X,9.400366056572379,,9.085911868768093,227
22442,TOYOTI,SUV - SMALL,,4.0,AS6,X,13.3,9.800625,11.72606890826069,226
22443,CHEVO,SUV - STANDARD,5.3,8.0,A6,,17.3,11.904761904761905,14.87,354
22444,FIAR,STATION WAGON - SMALL,1.4,4.0,AM6,X,9.900990099009901,8.299999999999999,9.18,209
22445,MATSUDA,COMPACT,1.5,4.0,M5,X,10.70003787878788,6.5,8.81057268722467,163
22446,FOLKSWA,STATION WAGON - SMALL,1.8,4.0,M6,X,10.1010101010101,8.403361344537815,9.3,216
22447,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,E,18.0,10.905125408942203,14.814814814814815,305
22448,TOYOTI,MID-SIZE,1.8,4.0,AV,X,9.5,7.099296305604423,8.4,172
22449,CADILUXE,COMPACT,2.7,4.0,AS10,Z,9.499798061389336,8.0,8.8261253309797,233
22450,CHEVO,PICKUP TRUCK - SMALL,2.5,4.0,,X,12.5,9.6,11.200000000000001,272
22451,FOLD,PICKUP TRUCK - STANDARD,3.5,6.0,AS10,X,19.1,12.4,16.077170418006432,431
22452,CHEVO,COMPACT,1.4,4.0,AS6,X,8.598452278589853,7.9,8.29,193
22453,KIO,SUV - SMALL,3.8,6.0,AS8,,16.69449081803005,9.9,13.600000000000001,282
22454,TOYOTI,PICKUP TRUCK - STANDARD,4.6,8.0,AS6,X,23.7,10.7,17.857142857142858,430
22455,FOLD,SPECIAL PURPOSE VEHICLE,2.5,4.0,,X,15.89825119236884,8.097165991902834,12.392781875658589,251
22456,CHEVO,SUV - STANDARD,5.3,8.0,A6,X,17.5,9.800625,14.032836562344759,359
22457,BMV,FULL-SIZE,3.0,6.0,A8,Z,13.200046728971964,8.599117199391172,,241
22458,BARUSU,COMPACT,2.0,4.0,M6,Z,12.8,11.501955990220049,12.212753999135323,234
22459,FOLD,COMPACT,1.6,4.0,M6,X,8.60018281535649,7.800000000000001,8.24,196
22460,CHEVO,COMPACT,3.6,,M6,X,,13.99806739345887,16.42,279
22461,CHEVO,,1.4,4.0,M6,X,9.900990099009901,6.2,8.235597667638485,177
22462,FOLD,SUBCOMPACT,1.6,,AM6,X,11.297550432276656,8.100975050186408,9.859720767888307,169
22463,TOYOTI,MINICOMPACT,2.0,4.0,M6,Z,11.7,10.9,11.337868480725623,237
22464,LAMBOGI,TWO-SEATER,6.5,12.0,AM7,Z,18.794477711244177,12.0,15.700000000000001,447
22465,GONDA,MINIVAN,3.5,6.0,AS9,X,12.6,9.800625,11.299999999999999,244
22466,FOLD,SUV - SMALL,,4.0,AS6,X,10.8,6.699373397892338,9.0,204
22467,KIO,COMPACT,1.6,4.0,A6,,,7.501875468867217,7.9936051159072745,162
22468,CHEVO,COMPACT,6.2,8.0,AS6,Z,16.6,12.29782324771441,14.7,379
22469,LECUS,MID-SIZE,2.5,4.0,AV6,X,7.5,8.1,7.800000000000001,180
22470,CADILUXE,,6.2,8.0,A8,Z,20.893565088757395,11.3,16.58,321
22471,BARUSU,SUV - SMALL,3.6,6.0,AV6,X,9.199632014719413,,8.074665293511844,254
22472,CHEVO,PICKUP TRUCK - SMALL,2.8,4.0,A6,D,14.5,11.1,13.0,278
22473,JIPU,SUV - SMALL,2.4,4.0,A6,,8.999076138897738,7.0,8.097165991902834,229
22474,MATSUDA,SUV - SMALL,2.5,4.0,AS6,X,10.9,8.6,,193
22475,NIRRAN,STATION WAGON - SMALL,,4.0,AV,X,11.200714285714286,8.5,9.985189112760693,183
22476,JIPU,SUV - SMALL,2.4,4.0,A9,E,12.4,7.1,10.01350584898972,205
22477,LAMBOGI,TWO-SEATER,5.2,10.0,AM7,Z,18.096156310057655,14.9,16.658286118980172,425
22478,CHEVO,TWO-SEATER,6.2,8.0,M7,Z,10.1,7.6,,272
22479,FOLD,PICKUP TRUCK - STANDARD,,6.0,AS6,X,12.999585826046939,8.000028320589067,10.75268817204301,264
22480,FOLKSWA,SUBCOMPACT,2.0,4.0,AS6,X,9.0,8.097165991902834,8.598452278589853,194
22481,TOYOTI,STATION WAGON - SMALL,1.8,4.0,M5,X,11.501669381107492,9.199632014719413,10.460251046025103,193
